所有故事词汇汇总（按首次出现的故事顺序排列）

序号,词汇,中文释义,首次出现故事编号,首次出现故事名称,出现总次数
799,"precious","珍贵的",8,"那年夏天，我们相遇_社团邂逅",23
800,"youth","青春",8,"那年夏天，我们相遇_社团邂逅",1
801,"innocent","纯真的",8,"那年夏天，我们相遇_社团邂逅",10
802,"approach","靠近",8,"那年夏天，我们相遇_社团邂逅",22
803,"pure","纯粹的",8,"那年夏天，我们相遇_社团邂逅",5
804,"tender","温柔的",8,"那年夏天，我们相遇_社团邂逅",2
805,"weekend","周末",9,"心动信号_咖啡店偶遇",2
806,"exhaust","疲惫",9,"心动信号_咖啡店偶遇",4
807,"urge","催促",9,"心动信号_咖啡店偶遇",1
808,"blind","相亲",9,"心动信号_咖啡店偶遇",1
809,"feeling","感受",9,"心动信号_咖啡店偶遇",8
810,"preference","偏好",9,"心动信号_咖啡店偶遇",1
811,"disappoint","失望",9,"心动信号_咖啡店偶遇",3
812,"compatibility","兼容性",9,"心动信号_咖啡店偶遇",1
813,"narcissistic","自恋的",9,"心动信号_咖啡店偶遇",1
814,"boast","炫耀",9,"心动信号_咖啡店偶遇",2
815,"status","地位",9,"心动信号_咖啡店偶遇",8
816,"vanity","虚荣",9,"心动信号_咖啡店偶遇",1
817,"express","表达",9,"心动信号_咖啡店偶遇",11
818,"arrogance","傲慢",9,"心动信号_咖啡店偶遇",1
819,"character","品格",9,"心动信号_咖啡店偶遇",5
820,"perfunctory","敷衍",9,"心动信号_咖啡店偶遇",1
821,"suffocate","窒息",9,"心动信号_咖啡店偶遇",2
822,"discomfort","不适",9,"心动信号_咖啡店偶遇",1
823,"excuse","借口",9,"心动信号_咖啡店偶遇",1
824,"relief","解脱",9,"心动信号_咖啡店偶遇",25
825,"cafe","咖啡店",9,"心动信号_咖啡店偶遇",2
826,"ambiance","氛围",9,"心动信号_咖啡店偶遇",1
827,"exterior","外观",9,"心动信号_咖啡店偶遇",1
828,"attract","吸引",9,"心动信号_咖啡店偶遇",4
829,"wooden","木制的",9,"心动信号_咖啡店偶遇",2
830,"aroma","香气",9,"心动信号_咖啡店偶遇",1
831,"bake","烘焙",9,"心动信号_咖啡店偶遇",1
832,"comfort","舒适",9,"心动信号_咖啡店偶遇",1
833,"decorate","装饰",9,"心动信号_咖啡店偶遇",1
834,"abstract","抽象的",9,"心动信号_咖啡店偶遇",1
835,"green","绿色",9,"心动信号_咖啡店偶遇",1
836,"vitality","生机",9,"心动信号_咖啡店偶遇",3
837,"jazz","爵士乐",9,"心动信号_咖啡店偶遇",1
838,"converse","交谈",9,"心动信号_咖啡店偶遇",2
839,"exquisite","精致",9,"心动信号_咖啡店偶遇",6
840,"illuminate","照明",9,"心动信号_咖啡店偶遇",2
841,"cozy","温馨",9,"心动信号_咖啡店偶遇",3
842,"belong","归属感",9,"心动信号_咖啡店偶遇",2
843,"candle","蜡烛",9,"心动信号_咖啡店偶遇",4
844,"flicker","闪烁",9,"心动信号_咖啡店偶遇",1
845,"romantic","浪漫",9,"心动信号_咖啡店偶遇",18
846,"latte","拿铁",9,"心动信号_咖啡店偶遇",2
847,"tranquility","平静",9,"心动信号_咖啡店偶遇",1
848,"spacious","宽敞",9,"心动信号_咖啡店偶遇",18
849,"cushion","靠垫",9,"心动信号_咖啡店偶遇",1
850,"peace","宁静",9,"心动信号_咖啡店偶遇",1
851,"pedestrian","行人",9,"心动信号_咖啡店偶遇",1
852,"steam","热气",9,"心动信号_咖啡店偶遇",1
853,"mellow","醇厚",9,"心动信号_咖啡店偶遇",1
854,"concise","简洁",9,"心动信号_咖啡店偶遇",2
855,"casual","休闲",9,"心动信号_咖啡店偶遇",3
856,"sophisticated","成熟的",9,"心动信号_咖啡店偶遇",3
857,"feature","特征",9,"心动信号_咖啡店偶遇",2
858,"reveal","流露",9,"心动信号_咖啡店偶遇",3
859,"temperament","气质",9,"心动信号_咖啡店偶遇",1
860,"philosophy","哲学",9,"心动信号_咖啡店偶遇",5
861,"simple","简约",9,"心动信号_咖啡店偶遇",8
862,"intellect","智力",9,"心动信号_咖啡店偶遇",1
863,"posture","姿态",9,"心动信号_咖啡店偶遇",1
864,"graceful","优雅",9,"心动信号_咖啡店偶遇",7
865,"flip","翻动",9,"心动信号_咖啡店偶遇",1
866,"movement","动作",9,"心动信号_咖啡店偶遇",1
867,"attraction","吸引力",9,"心动信号_咖啡店偶遇",1
868,"concentrate","集中",9,"心动信号_咖啡店偶遇",6
869,"strange","陌生",9,"心动信号_咖啡店偶遇",11
870,"distant","遥远的",9,"心动信号_咖啡店偶遇",4
871,"resonance","共鸣",9,"心动信号_咖啡店偶遇",2
872,"cast","投射",9,"心动信号_咖啡店偶遇",2
873,"accident","意外",9,"心动信号_咖啡店偶遇",9
874,"generous","慷慨的",9,"心动信号_咖啡店偶遇",7
875,"reaction","反应",9,"心动信号_咖啡店偶遇",1
876,"tolerance","宽容",9,"心动信号_咖啡店偶遇",2
877,"chemistry","默契",9,"心动信号_咖啡店偶遇",3
878,"clean","清理",9,"心动信号_咖啡店偶遇",1
879,"topic","话题",9,"心动信号_咖啡店偶遇",2
880,"classic","经典",9,"心动信号_咖啡店偶遇",9
881,"poetry","诗歌",9,"心动信号_咖啡店偶遇",5
882,"spare","业余",9,"心动信号_咖啡店偶遇",1
883,"conversation","对话",9,"心动信号_咖啡店偶遇",7
884,"worth","价值",9,"心动信号_咖啡店偶遇",2
885,"depth","深度",9,"心动信号_咖啡店偶遇",1
886,"convey","传达",9,"心动信号_咖啡店偶遇",3
887,"acquaint","相识",9,"心动信号_咖啡店偶遇",1
888,"viewpoint","观点",9,"心动信号_咖啡店偶遇",1
889,"coincidence","巧合",9,"心动信号_咖啡店偶遇",3
890,"warmth","温暖",9,"心动信号_咖啡店偶遇",11
891,"pass","流逝",9,"心动信号_咖啡店偶遇",1
892,"sky","天空",9,"心动信号_咖啡店偶遇",2
893,"sound","声音",9,"心动信号_咖啡店偶遇",1
894,"genuine","真诚的",9,"心动信号_咖啡店偶遇",11
895,"confidant","知己",9,"心动信号_咖啡店偶遇",1
896,"soul","灵魂",9,"心动信号_咖啡店偶遇",1
897,"interior","内部",9,"心动信号_咖啡店偶遇",2
898,"freedom","自由",9,"心动信号_咖啡店偶遇",1
899,"possibility","可能性",9,"心动信号_咖啡店偶遇",2
900,"turning","转折点",9,"心动信号_咖啡店偶遇",3
901,"embrace","拥抱",9,"心动信号_咖啡店偶遇",7
902,"glance","扫视",9,"心动信号_咖啡店偶遇",2
903,"fly","飞逝",9,"心动信号_咖啡店偶遇",3
904,"distance","距离",10,"心动信号_表白时刻",2
905,"contemplate","深思",10,"心动信号_表白时刻",2
906,"impulse","冲动",10,"心动信号_表白时刻",2
907,"visualize","想象",10,"心动信号_表白时刻",1
908,"internal","内心",10,"心动信号_表白时刻",2
909,"hesitation","犹豫",10,"心动信号_表白时刻",1
910,"suppress","抑制",10,"心动信号_表白时刻",2
911,"meticulous","细致",10,"心动信号_表白时刻",8
912,"preparation","准备",10,"心动信号_表白时刻",1
913,"invite","邀请",10,"心动信号_表白时刻",7
914,"pleasant","愉快的",10,"心动信号_表白时刻",2
915,"affection","喜爱",10,"心动信号_表白时刻",4
916,"adoration","爱慕",10,"心动信号_表白时刻",1
917,"chance","机会",10,"心动信号_表白时刻",7
918,"repeat","重复",10,"心动信号_表白时刻",1
919,"agitation","激动",10,"心动信号_表白时刻",1
920,"peaceful","宁静",10,"心动信号_表白时刻",15
921,"delay","拖延",10,"心动信号_表白时刻",4
922,"nervousness","紧张",10,"心动信号_表白时刻",1
923,"misunderstanding","误解",10,"心动信号_表白时刻",2
924,"tenderness","温柔",10,"心动信号_表白时刻",2
925,"desire","渴望",10,"心动信号_表白时刻",3
926,"devotion","深情",10,"心动信号_表白时刻",9
927,"firm","坚定的",10,"心动信号_表白时刻",15
928,"adore","爱意",10,"心动信号_表白时刻",1
929,"determination","决心",10,"心动信号_表白时刻",8
930,"promise","承诺",10,"心动信号_表白时刻",35
931,"protect","保护",10,"心动信号_表白时刻",13
932,"confess","表白",10,"心动信号_表白时刻",7
933,"prove","证明",10,"心动信号_表白时刻",12
934,"vanish","消失",10,"心动信号_表白时刻",3
935,"touch","感动",10,"心动信号_表白时刻",7
936,"meaningful","有意义的",10,"心动信号_表白时刻",6
937,"love","爱情",10,"心动信号_表白时刻",45
938,"meaning","意义",10,"心动信号_表白时刻",1
939,"joy","喜悦",10,"心动信号_表白时刻",3
940,"ecstasy","狂喜",10,"心动信号_表白时刻",1
941,"reliance","依靠",10,"心动信号_表白时刻",1
942,"explore","探索",10,"心动信号_表白时刻",6
943,"beginning","开始",10,"心动信号_表白时刻",6
944,"nature","本质",10,"心动信号_表白时刻",1
945,"lifetime","一生",10,"心动信号_表白时刻",1
946,"bliss","幸福",10,"心动信号_表白时刻",1
947,"future","未来",10,"心动信号_表白时刻",5
948,"luxurious","奢华的",11,"凤临天下_逆袭重生",27
949,"trample","践踏",11,"凤临天下_逆袭重生",1
950,"scheme","策划",11,"凤临天下_逆袭重生",7
951,"cruelty","残酷",11,"凤临天下_逆袭重生",3
952,"splendid","辉煌",11,"凤临天下_逆袭重生",2
953,"conspiracy","阴谋",11,"凤临天下_逆袭重生",6
954,"disguise","伪装",11,"凤临天下_逆袭重生",8
955,"burning","燃烧",11,"凤临天下_逆袭重生",5
956,"corner","角落",11,"凤临天下_逆袭重生",4
957,"lurk","潜伏",11,"凤临天下_逆袭重生",1
958,"always","总是",11,"凤临天下_逆袭重生",119
959,"fall","跌落",11,"凤临天下_逆袭重生",1
960,"careful","小心",11,"凤临天下_逆袭重生",60
961,"patient","耐心",11,"凤临天下_逆袭重生",77
962,"weakness","弱点",11,"凤临天下_逆袭重生",5
963,"flash","闪过",11,"凤临天下_逆袭重生",5
964,"favor","恩宠",11,"凤临天下_逆袭重生",4
965,"secret","秘诀",11,"凤临天下_逆袭重生",14
966,"immediately","立刻",11,"凤临天下_逆袭重生",6
967,"signal","信号",11,"凤临天下_逆袭重生",1
968,"lower","低下",11,"凤临天下_逆袭重生",1
969,"respectful","恭敬",11,"凤临天下_逆袭重生",2
970,"endurance","隐忍",11,"凤临天下_逆袭重生",2
971,"flatter","谬赞",11,"凤临天下_逆袭重生",3
972,"lucky","幸运",11,"凤临天下_逆袭重生",1
973,"reply","回答",11,"凤临天下_逆袭重生",1
974,"question","质问",11,"凤临天下_逆袭重生",5
975,"trap","陷阱",11,"凤临天下_逆袭重生",3
976,"arouse","引起",11,"凤临天下_逆袭重生",1
977,"ignorant","无知",11,"凤临天下_逆袭重生",2
978,"detect","察觉",11,"凤临天下_逆袭重生",1
979,"murmur","低语",11,"凤临天下_逆袭重生",2
980,"shocked","震惊",11,"凤临天下_逆袭重生",13
981,"composed","镇定",11,"凤临天下_逆袭重生",1
982,"smart","聪明",11,"凤临天下_逆袭重生",8
983,"transfer","转移",11,"凤临天下_逆袭重生",3
984,"remind","提醒",11,"凤临天下_逆袭重生",17
985,"affinity","缘分",11,"凤临天下_逆袭重生",1
986,"finally","终于",11,"凤临天下_逆袭重生",62
987,"relieved","释然",11,"凤临天下_逆袭重生",2
988,"safely","安全",11,"凤临天下_逆袭重生",1
989,"layout","布局",11,"凤临天下_逆袭重生",2
990,"remove","除掉",11,"凤临天下_逆袭重生",1
991,"glory","荣耀",11,"凤临天下_逆袭重生",3
992,"rush","急躁",11,"凤临天下_逆袭重生",3
993,"ally","盟友",11,"凤临天下_逆袭重生",5
994,"vulnerability","弱点",11,"凤临天下_逆袭重生",1
995,"exploit","利用",11,"凤临天下_逆袭重生",1
996,"strategically","策略性地",11,"凤临天下_逆袭重生",1
997,"friendly","友好",11,"凤临天下_逆袭重生",2
998,"submissive","顺从",11,"凤临天下_逆袭重生",1
999,"subtle","微妙",11,"凤临天下_逆袭重生",4
1000,"record","记录",11,"凤临天下_逆袭重生",5
1001,"use","使用",11,"凤临天下_逆袭重生",1
1002,"time","时间",11,"凤临天下_逆袭重生",7
1003,"stabilize","稳固",11,"凤临天下_逆袭重生",2
1004,"traitor","叛徒",11,"凤临天下_逆袭重生",1
1005,"pay","付出",11,"凤临天下_逆袭重生",1
1006,"criminal","犯罪",11,"凤临天下_逆袭重生",2
1007,"improper","不当",11,"凤临天下_逆袭重生",1
1008,"embezzlement","贪污",11,"凤临天下_逆袭重生",2
1009,"appropriate","合适",11,"凤临天下_逆袭重生",2
1010,"punish","惩罚",11,"凤临天下_逆袭重生",4
1011,"degrade","降级",11,"凤临天下_逆袭重生",3
1012,"confine","禁足",11,"凤临天下_逆袭重生",1
1013,"victory","胜利",11,"凤临天下_逆袭重生",1
1014,"eliminate","清除",11,"凤临天下_逆袭重生",7
1015,"spend","花费",11,"凤临天下_逆袭重生",54
1016,"hasty","仓促",11,"凤临天下_逆袭重生",1
1017,"successful","成功",11,"凤临天下_逆袭重生",58
1018,"proud","自豪",11,"凤临天下_逆袭重生",41
1019,"calmly","平静地",11,"凤临天下_逆袭重生",8
1020,"mark","标记",11,"凤临天下_逆袭重生",16
1021,"maintain","维持",11,"凤临天下_逆袭重生",17
1022,"continue","继续",11,"凤临天下_逆袭重生",21
1023,"rule","治理",11,"凤临天下_逆袭重生",4
1024,"reduce","减少",11,"凤临天下_逆袭重生",1
1025,"prosper","繁荣",11,"凤临天下_逆袭重生",1
1026,"legend","传奇",11,"凤临天下_逆袭重生",60
1027,"firmly","坚定地",11,"凤临天下_逆袭重生",37
1028,"applaud","响起掌声",11,"凤临天下_逆袭重生",22
1029,"stare","注视",12,"错爱成瘾_虐心情缘",2
1030,"dominant","霸主",12,"错爱成瘾_虐心情缘",4
1031,"marriage","婚姻",12,"错爱成瘾_虐心情缘",19
1032,"bitter","苦涩",12,"错爱成瘾_虐心情缘",5
1033,"cold","冰冷",12,"错爱成瘾_虐心情缘",23
1034,"mock","嘲笑",12,"错爱成瘾_虐心情缘",1
1035,"guilt","愧疚",12,"错爱成瘾_虐心情缘",4
1036,"retrieve","找回",12,"错爱成瘾_虐心情缘",1
1037,"stubborn","固执",12,"错爱成瘾_虐心情缘",1
1038,"tearful","含泪",12,"错爱成瘾_虐心情缘",2
1039,"painful","痛苦",12,"错爱成瘾_虐心情缘",4
1040,"torture","折磨",12,"错爱成瘾_虐心情缘",2
1041,"endure","忍受",12,"错爱成瘾_虐心情缘",9
1042,"selfish","自私",12,"错爱成瘾_虐心情缘",3
1043,"inevitable","理所当然",12,"错爱成瘾_虐心情缘",1
1044,"break","破碎",12,"错爱成瘾_虐心情缘",3
1045,"despair","绝望",12,"错爱成瘾_虐心情缘",7
1046,"never","从不",12,"错爱成瘾_虐心情缘",52
1047,"panicked","恐慌",12,"错爱成瘾_虐心情缘",2
1048,"forgive","原谅",12,"错爱成瘾_虐心情缘",5
1049,"knock","敲",12,"错爱成瘾_虐心情缘",2
1050,"verdict","裁决",12,"错爱成瘾_虐心情缘",1
1051,"surprised","惊讶",12,"错爱成瘾_虐心情缘",28
1052,"pale","苍白",12,"错爱成瘾_虐心情缘",3
1053,"tired","疲惫",12,"错爱成瘾_虐心情缘",5
1054,"ask","问",12,"错爱成瘾_虐心情缘",3
1055,"bridge","跨越",12,"错爱成瘾_虐心情缘",1
1056,"gap","鸿沟",12,"错爱成瘾_虐心情缘",3
1057,"honest","诚实地",12,"错爱成瘾_虐心情缘",5
1058,"mistake","错误",12,"错爱成瘾_虐心情缘",4
1059,"undo","撤销",12,"错爱成瘾_虐心情缘",2
1060,"plead","恳求",12,"错爱成瘾_虐心情缘",3
1061,"consider","考虑",12,"错爱成瘾_虐心情缘",5
1062,"pride","骄傲",12,"错爱成瘾_虐心情缘",4
1063,"slowly","慢慢",12,"错爱成瘾_虐心情缘",7
1064,"dissolve","融化",12,"错爱成瘾_虐心情缘",1
1065,"harden","坚冰",12,"错爱成瘾_虐心情缘",1
1066,"improve","改进",12,"错爱成瘾_虐心情缘",7
1067,"listen","倾听",12,"错爱成瘾_虐心情缘",2
1068,"equality","平等",12,"错爱成瘾_虐心情缘",2
1069,"oath","誓言",12,"错爱成瘾_虐心情缘",2
1070,"red","泛红",12,"错爱成瘾_虐心情缘",1
1071,"bitterness","委屈",12,"错爱成瘾_虐心情缘",1
1072,"moved","感动",12,"错爱成瘾_虐心情缘",29
1073,"return","回来",12,"错爱成瘾_虐心情缘",6
1074,"bloom","绽放",12,"错爱成瘾_虐心情缘",14
1075,"choice","选择",12,"错爱成瘾_虐心情缘",2
1076,"tense","紧张",13,"明争暗斗_升职之路",4
1077,"compete","竞争",13,"明争暗斗_升职之路",11
1078,"conflict","冲突",13,"明争暗斗_升职之路",4
1079,"replace","取代",13,"明争暗斗_升职之路",2
1080,"rehearse","排练",13,"明争暗斗_升职之路",10
1081,"flawless","完美",13,"明争暗斗_升职之路",1
1082,"solemn","庄重",13,"明争暗斗_升职之路",1
1083,"invisible","无形",13,"明争暗斗_升职之路",2
1084,"unexpected","意外",13,"明争暗斗_升职之路",13
1085,"risk","风险",13,"明争暗斗_升职之路",2
1086,"slight","略微",13,"明争暗斗_升职之路",5
1087,"approval","认可",13,"明争暗斗_升职之路",1
1088,"excited","激动",13,"明争暗斗_升职之路",44
1089,"perfectly","完美",13,"明争暗斗_升职之路",18
1090,"request","请求",13,"明争暗斗_升职之路",2
1091,"voluntary","主动",13,"明争暗斗_升职之路",1
1092,"optimistic","乐观",13,"明争暗斗_升职之路",2
1093,"humbly","谦逊地",13,"明争暗斗_升职之路",14
1094,"help","帮助",13,"明争暗斗_升职之路",28
1095,"cohesive","团结",13,"明争暗斗_升职之路",1
1096,"strength","实力",13,"明争暗斗_升职之路",7
1097,"walk","漫步",14,"那年夏天_暗恋心事",3
1098,"contradict","矛盾",14,"那年夏天_暗恋心事",2
1099,"straighten","挺直",14,"那年夏天_暗恋心事",1
1100,"shy","羞涩",14,"那年夏天_暗恋心事",22
1101,"elegance","优雅",14,"那年夏天_暗恋心事",1
1102,"fear","恐惧",14,"那年夏天_暗恋心事",10
1103,"wait","等待",14,"那年夏天_暗恋心事",19
1104,"difficult","困难",14,"那年夏天_暗恋心事",18
1105,"ordinary","普通",14,"那年夏天_暗恋心事",4
1106,"disappointed","失望",14,"那年夏天_暗恋心事",1
1107,"depress","沮丧",14,"那年夏天_暗恋心事",1
1108,"melt","融化",14,"那年夏天_暗恋心事",8
1109,"hide","隐藏",14,"那年夏天_暗恋心事",2
1110,"observation","观察",14,"那年夏天_暗恋心事",1
1111,"hopeful","充满希望",14,"那年夏天_暗恋心事",3
1112,"hold","屏住",14,"那年夏天_暗恋心事",6
1113,"soft","轻柔",14,"那年夏天_暗恋心事",3
1114,"together","在一起",14,"那年夏天_暗恋心事",4
1115,"sign","签署",15,"假戏真做_契约情缘",2
1116,"clear","清晰",15,"假戏真做_契约情缘",2
1117,"strict","严格",15,"假戏真做_契约情缘",6
1118,"terminate","终止",15,"假戏真做_契约情缘",1
1119,"tempting","诱人",15,"假戏真做_契约情缘",1
1120,"manner","风度",15,"假戏真做_契约情缘",3
1121,"awkward","尴尬",15,"假戏真做_契约情缘",8
1122,"brief","简短",15,"假戏真做_契约情缘",2
1123,"rationality","理智",15,"假戏真做_契约情缘",11
1124,"boundary","界限",15,"假戏真做_契约情缘",4
1125,"try","尝试",15,"假戏真做_契约情缘",22
1126,"discover","发现",15,"假戏真做_契约情缘",11
1127,"danger","危险",15,"假戏真做_契约情缘",13
1128,"harass","骚扰",15,"假戏真做_契约情缘",1
1129,"hug","拥抱",15,"假戏真做_契约情缘",6
1130,"worry","担心",15,"假戏真做_契约情缘",3
1131,"blossom","萌芽",15,"假戏真做_契约情缘",25
1132,"close","靠近",15,"假戏真做_契约情缘",18
1133,"happily","幸福地",15,"假戏真做_契约情缘",14
1134,"real","真实",15,"假戏真做_契约情缘",11
1135,"define","定义",15,"假戏真做_契约情缘",6
1136,"mansion","别墅",16,"千金归来_重生复仇",1
1137,"heir","继承人",16,"千金归来_重生复仇",4
1138,"vividly","清晰地",16,"千金归来_重生复仇",1
1139,"conspire","密谋",16,"千金归来_重生复仇",3
1140,"due","应得的",16,"千金归来_重生复仇",1
1141,"arduous","艰难",16,"千金归来_重生复仇",4
1142,"meticulously","细致地",16,"千金归来_重生复仇",1
1143,"replay","重演",16,"千金归来_重生复仇",1
1144,"innocently","天真地",16,"千金归来_重生复仇",1
1145,"treacherous","阴险的",16,"千金归来_重生复仇",1
1146,"manipulate","操控",16,"千金归来_重生复仇",2
1147,"fabricate","捏造",16,"千金归来_重生复仇",4
1148,"deprive","剥夺",16,"千金归来_重生复仇",2
1149,"hinder","阻碍",16,"千金归来_重生复仇",2
1150,"keenly","敏锐地",16,"千金归来_重生复仇",1
1151,"identity","身份",16,"千金归来_重生复仇",7
1152,"investor","投资人",16,"千金归来_重生复仇",3
1153,"abundant","充足的",16,"千金归来_重生复仇",2
1154,"impeccable","无懈可击的",16,"千金归来_重生复仇",1
1155,"negotiate","谈判",16,"千金归来_重生复仇",4
1156,"alert","警惕",16,"千金归来_重生复仇",5
1157,"extensive","广泛的",16,"千金归来_重生复仇",3
1158,"worried","担忧",16,"千金归来_重生复仇",27
1159,"ponder","思索",16,"千金归来_重生复仇",1
1160,"adopt","采用",16,"千金归来_重生复仇",2
1161,"systematically","系统地",16,"千金归来_重生复仇",2
1162,"utilize","利用",16,"千金归来_重生复仇",1
1163,"substantial","可观的",16,"千金归来_重生复仇",1
1164,"gala","晚会",16,"千金归来_重生复仇",1
1165,"ostentatious","炫耀",16,"千金归来_重生复仇",1
1166,"cruel","残酷",16,"千金归来_重生复仇",5
1167,"fraud","欺诈",16,"千金归来_重生复仇",3
1168,"bribe","贿赂",16,"千金归来_重生复仇",1
1169,"evade","逃避",16,"千金归来_重生复仇",1
1170,"assemble","收集",16,"千金归来_重生复仇",2
1171,"suspicious","可疑的",16,"千金归来_重生复仇",2
1172,"prevail","获胜",16,"千金归来_重生复仇",5
1173,"perfect","完美",16,"千金归来_重生复仇",10
1174,"grand","盛大",16,"千金归来_重生复仇",7
1175,"proudly","自豪地",16,"千金归来_重生复仇",1
1176,"chaos","混乱",16,"千金归来_重生复仇",4
1177,"detain","拘留",16,"千金归来_重生复仇",2
1178,"vindicate","洗清",16,"千金归来_重生复仇",1
1179,"gratified","欣慰",16,"千金归来_重生复仇",1
1180,"assistance","援助",16,"千金归来_重生复仇",1
1181,"supervise","监督",16,"千金归来_重生复仇",1
1182,"sit","坐",17,"追妻火葬场_悔婚之后",1
1183,"wedding","婚礼",17,"追妻火葬场_悔婚之后",2
1184,"terrible","彻底",17,"追妻火葬场_悔婚之后",1
1185,"announce","宣布",17,"追妻火葬场_悔婚之后",4
1186,"humiliate","羞辱",17,"追妻火葬场_悔婚之后",2
1187,"impulsive","冲动",17,"追妻火葬场_悔婚之后",3
1188,"confront","面对",17,"追妻火葬场_悔婚之后",1
1189,"cut","切断",17,"追妻火葬场_悔婚之后",1
1190,"thin","消瘦",17,"追妻火葬场_悔婚之后",5
1191,"genuinely","真正地",17,"追妻火葬场_悔婚之后",1
1192,"taboo","禁忌",18,"办公室恋情_禁忌之爱",1
1193,"dismiss","解雇",18,"办公室恋情_禁忌之爱",2
1194,"busy","忙碌",18,"办公室恋情_禁忌之爱",28
1195,"blame","责备",18,"办公室恋情_禁忌之爱",2
1196,"confused","困惑",18,"办公室恋情_禁忌之爱",14
1197,"adventure","冒险",18,"办公室恋情_禁忌之爱",3
1198,"deep","深厚",18,"办公室恋情_禁忌之爱",13
1199,"enemy","冤家",19,"误会重重_破冰之旅",3
1200,"argue","争论",19,"误会重重_破冰之旅",2
1201,"refuse","拒绝",19,"误会重重_破冰之旅",2
1202,"shake","摇头",19,"误会重重_破冰之旅",2
1203,"forced","被迫",19,"误会重重_破冰之旅",1
1204,"story","故事",19,"误会重重_破冰之旅",5
1205,"testimony","见证",19,"误会重重_破冰之旅",1
1206,"mystery","神秘",20,"跨越千年_穿越情缘",1
1207,"ultimate","最终",20,"跨越千年_穿越情缘",2
1208,"remember","记住",20,"跨越千年_穿越情缘",4
1209,"eternal","永恒",20,"跨越千年_穿越情缘",5
1210,"battle","战役",21,"商海沉浮_女强崛起",2
1211,"weight","重量",21,"商海沉浮_女强崛起",1
1212,"conference","会议",21,"商海沉浮_女强崛起",1
1213,"impressive","令人印象深刻的",21,"商海沉浮_女强崛起",2
1214,"project","项目",21,"商海沉浮_女强崛起",8
1215,"powerful","强大的",21,"商海沉浮_女强崛起",8
1216,"corporation","企业",21,"商海沉浮_女强崛起",2
1217,"confidently","自信地",21,"商海沉浮_女强崛起",2
1218,"ready","准备好的",21,"商海沉浮_女强崛起",2
1219,"office","办公室",21,"商海沉浮_女强崛起",4
1220,"coffee","咖啡",21,"商海沉浮_女强崛起",3
1221,"midnight","午夜",21,"商海沉浮_女强崛起",4
1222,"secretary","秘书",21,"商海沉浮_女强崛起",1
1223,"gently","温柔地",21,"商海沉浮_女强崛起",2
1224,"disrupt","打乱",21,"商海沉浮_女强崛起",2
1225,"quickly","迅速地",21,"商海沉浮_女强崛起",2
1226,"company","公司",21,"商海沉浮_女强崛起",2
1227,"actively","积极地",21,"商海沉浮_女强崛起",1
1228,"problem","问题",21,"商海沉浮_女强崛起",4
1229,"board","董事会",21,"商海沉浮_女强崛起",2
1230,"bravely","勇敢地",21,"商海沉浮_女强崛起",1
1231,"betrayal","背叛行为",21,"商海沉浮_女强崛起",1
1232,"expel","开除",21,"商海沉浮_女强崛起",2
1233,"reform","改革",21,"商海沉浮_女强崛起",3
1234,"system","系统",21,"商海沉浮_女强崛起",2
1235,"hire","雇佣",21,"商海沉浮_女强崛起",2
1236,"wonderful","精彩",21,"商海沉浮_女强崛起",3
1237,"night","夜晚",21,"商海沉浮_女强崛起",2
1238,"villa","别墅",22,"甜宠日常_霸道温柔",1
1239,"tycoon","巨头",22,"甜宠日常_霸道温柔",1
1240,"gift","礼物",22,"甜宠日常_霸道温柔",7
1241,"cook","烹饪",22,"甜宠日常_霸道温柔",2
1242,"delicious","美味的",22,"甜宠日常_霸道温柔",4
1243,"anniversary","纪念日",22,"甜宠日常_霸道温柔",8
1244,"element","元素",22,"甜宠日常_霸道温柔",3
1245,"color","气色",22,"甜宠日常_霸道温柔",2
1246,"snack","零食",22,"甜宠日常_霸道温柔",2
1247,"massage","按摩",22,"甜宠日常_霸道温柔",2
1248,"dessert","甜点",22,"甜宠日常_霸道温柔",2
1249,"vacation","假期",22,"甜宠日常_霸道温柔",6
1250,"resort","度假村",22,"甜宠日常_霸道温柔",1
1251,"dish","菜肴",22,"甜宠日常_霸道温柔",2
1252,"neat","整洁的",22,"甜宠日常_霸道温柔",1
1253,"apron","围裙",22,"甜宠日常_霸道温柔",1
1254,"bag","包",22,"甜宠日常_霸道温柔",1
1255,"princess","公主",22,"甜宠日常_霸道温柔",3
1256,"disappear","消失",22,"甜宠日常_霸道温柔",2
1257,"wine","红酒",22,"甜宠日常_霸道温柔",1
1258,"tear","流泪",22,"甜宠日常_霸道温柔",7
1259,"sunrise","日出",22,"甜宠日常_霸道温柔",3
1260,"sunset","日落",22,"甜宠日常_霸道温柔",3
1261,"footprint","脚印",22,"甜宠日常_霸道温柔",1
1262,"bright","明亮",22,"甜宠日常_霸道温柔",17
1263,"breakfast","早餐",22,"甜宠日常_霸道温柔",2
1264,"goodnight","晚安",22,"甜宠日常_霸道温柔",1
1265,"radiant","容光焕发",22,"甜宠日常_霸道温柔",1
1266,"blessing","祝福",22,"甜宠日常_霸道温柔",5
1267,"moonlight","月光",22,"甜宠日常_霸道温柔",2
1268,"pile","堆积",23,"暗箭难防_职场逆袭",1
1269,"threat","威胁",23,"暗箭难防_职场逆袭",1
1270,"secretly","秘密地",23,"暗箭难防_职场逆袭",7
1271,"careless","粗心",23,"暗箭难防_职场逆袭",1
